rank,feature,mean_abs_shap
432,drishti_moon_venus,0.000000
433,drishti_moon_saturn,0.000000
434,drishti_moon_rahu,0.000000
435,drishti_moon_ketu,0.000000
436,drishti_mars_sun,0.000000
437,drishti_mars_moon,0.000000
438,drishti_mars_mars,0.000000
439,drishti_mars_mercury,0.000000
440,drishti_mars_jupiter,0.000000
441,drishti_mars_saturn,0.000000
442,drishti_mars_rahu,0.000000
443,drishti_mercury_sun,0.000000
444,drishti_mercury_moon,0.000000
445,drishti_mercury_mars,0.000000
446,drishti_mercury_mercury,0.000000
447,drishti_mercury_jupiter,0.000000
448,drishti_mercury_venus,0.000000
449,drishti_mercury_rahu,0.000000
450,drishti_mercury_ketu,0.000000
451,drishti_jupiter_mercury,0.000000
452,drishti_jupiter_jupiter,0.000000
453,drishti_jupiter_saturn,0.000000
454,drishti_jupiter_rahu,0.000000
455,drishti_venus_sun,0.000000
456,drishti_venus_moon,0.000000
457,drishti_venus_mercury,0.000000
458,drishti_venus_jupiter,0.000000
459,drishti_venus_venus,0.000000
460,drishti_venus_saturn,0.000000
461,drishti_venus_rahu,0.000000
462,drishti_saturn_mercury,0.000000
463,drishti_saturn_saturn,0.000000
464,drishti_saturn_ketu,0.000000
465,drishti_rahu_moon,0.000000
466,drishti_rahu_mars,0.000000
467,drishti_rahu_mercury,0.000000
468,drishti_rahu_jupiter,0.000000
469,drishti_rahu_venus,0.000000
470,drishti_rahu_saturn,0.000000
471,drishti_rahu_rahu,0.000000
472,drishti_rahu_ketu,0.000000
473,drishti_ketu_sun,0.000000
474,drishti_ketu_mars,0.000000
475,drishti_ketu_jupiter,0.000000
476,drishti_ketu_venus,0.000000
477,drishti_ketu_saturn,0.000000
478,drishti_ketu_rahu,0.000000
479,drishti_ketu_ketu,0.000000
480,d2_mercury_sign,0.000000
481,d2_jupiter_sign,0.000000
482,d2_venus_sign,0.000000
483,d2_saturn_sign,0.000000
484,d2_rahu_sign,0.000000
485,d2_ketu_sign,0.000000
486,d12_mars_sign,0.000000
487,d24_ketu_sign,0.000000
488,d30_saturn_sign,0.000000
489,d30_ketu_sign,0.000000
490,house_from_moon_sun,0.000000
491,house_from_sun_sun,0.000000
492,house_from_moon_moon,0.000000
