name,date_of_birth,time_of_birth,latitude,longitude,tz_offset,rodden_rating,categories,source_url
Bernard Bijvoet,1889-12-14,16:00:00,52.373000,4.891000,0.3000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBijvoet1889
Bernard Blier,1916-01-11,09:00:00,-34.609000,-58.373000,-4.2833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBlier1916
Bernard Bonsignour,1958-03-02,02:15:00,43.295000,5.374000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBonsignour1958
Bernard Borderie,1924-06-10,04:15:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBorderie1924
Bernard Bosson,1948-02-25,22:00:00,45.900000,6.128000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBosson1948
Bernard Boursicot,1944-08-12,20:00:00,47.655000,-2.760000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardBoursicot1944
Bernard Buffet,1928-07-10,07:30:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardBuffet1928
Bernard Campan,1958-04-04,16:00:00,44.201000,0.612000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardCampan1958
Bernard Capillon,1929-10-15,23:00:00,37.273000,9.872000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardCapillon1929
Bernard Cazeneuve,1963-06-02,11:15:00,49.204000,2.586000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardCazeneuve1963
Bernard Celestini,1925-02-22,20:00:00,44.560000,6.076000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardCelestini1925
Bernard Chambaz,1949-05-18,01:30:00,48.834000,2.243000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardChambaz1949
Bernard Chevallier,1912-10-04,20:20:00,48.444000,1.484000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardChevallier1912
Bernard Clavel,1923-05-29,11:30:00,46.674000,5.552000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardClavel1923
Bernard Cornut,1909-07-26,22:48:00,48.390000,-4.487000,0.1500,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardCornut1909
Bernard Detti,1936-03-04,03:00:00,50.411000,4.444000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardDetti1936
Bernard Dhellemme,1943-08-02,23:30:00,50.639000,3.012000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardDhellemme1943
Bernard Dhéran,1926-06-17,11:15:00,49.928000,1.088000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardDhéran1926
Bernard Dumon,1935-07-16,06:00:00,48.857000,2.351000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardDumon1935
Bernard Epton,1921-08-25,14:25:00,41.883000,-87.632000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardEpton1921
Bernard Ferdinand Lyot,1897-02-27,22:00:00,48.857000,2.351000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardFerdinandLyot1897
Bernard Fincoeur,1953-09-20,09:00:00,50.811000,4.354000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardFincoeur1953
Bernard Fresson,1931-05-27,20:00:00,49.257000,4.033000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardFresson1931
Bernard Gersten,1923-01-30,14:00:00,40.732000,-74.174000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardGersten1923
Bernard Giraudeau,1947-06-18,18:30:00,46.158000,-1.153000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardGiraudeau1947
Bernard Giroux,1950-03-10,17:00:00,46.675000,4.366000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardGiroux1950
Bernard Hinault,1954-11-14,08:15:00,48.484000,-2.676000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardHinault1954
Bernard Kouchner,1939-11-01,06:00:00,43.949000,4.806000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardKouchner1939
Bernard Lama,1963-04-07,02:00:00,47.390000,0.689000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardLama1963
Bernard Lancret,1912-09-04,09:00:00,48.987000,2.448000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLancret1912
Bernard Laporte,1964-07-01,05:30:00,44.351000,2.574000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLaporte1964
Bernard Laroche,1955-03-23,11:30:00,48.175000,6.450000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLaroche1955
Bernard Lavalette,1926-01-20,06:30:00,48.857000,2.351000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLavalette1926
Bernard Le Coq,1950-09-25,13:30:00,46.633000,1.063000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLeCoq1950
Bernard Loiseau,1951-01-13,15:30:00,45.777000,3.068000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLoiseau1951
Bernard Lorjou,1908-09-09,05:00:00,47.586000,1.330000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardLorjou1908
Bernard Manciet,1923-09-27,04:00:00,44.148000,-0.740000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardManciet1923
Bernard Mazières,1950-06-01,23:45:00,48.884000,2.273000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardMazières1950
Bernard Michel,1929-12-22,21:00:00,48.691000,6.182000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardMichel1929
Bernard Minetti,1905-01-26,15:15:00,54.323000,10.136000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardMinetti1905
Bernard Moitessier,1925-04-10,17:30:00,21.028000,105.854000,7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardMoitessier1925
Bernard Moninot,1949-05-15,11:00:00,48.296000,-4.181000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardMoninot1949
Bernard Monnereau,1935-09-18,13:00:00,46.373000,6.478000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardMonnereau1935
Bernard Montiel,1957-04-19,06:30:00,33.596000,-7.615000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardMontiel1957
Bernard Pivot,1935-05-05,17:00:00,45.767000,4.834000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardPivot1935
Bernard Poignant,1945-09-19,16:30:00,47.655000,-2.760000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardPoignant1945
Bernard Pons,1926-07-18,08:00:00,43.342000,3.218000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardPons1926
Bernard Prevost,1943-03-15,09:00:00,50.631000,3.063000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardPrevost1943
Bernard Privat,1914-10-25,01:00:00,43.608000,3.880000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardPrivat1914
Bernard Rahis,1933-02-12,01:00:00,36.479000,2.804000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardRahis1933
Bernard Roger Tapie,1943-01-26,05:00:00,48.857000,2.351000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardRogerTapie1943
Bernard Rossi,1939-02-19,01:00:00,46.987000,3.162000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardRossi1939
Bernard Schmetz,1904-03-21,22:00:00,47.901000,1.904000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardSchmetz1904
Bernard Thévenet,1948-01-10,12:00:00,46.366000,4.231000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardThévenet1948
Bernard Ullathorne,1806-05-07,06:00:00,53.931000,-0.781000,-0.0167,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardUllathorne1806
Bernard Vaussion,1953-10-24,21:30:00,47.901000,1.904000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardVaussion1953
Bernard Villemot,1911-09-20,09:00:00,49.366000,0.081000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardVillemot1911
Bernard Weinstein,1952-03-04,03:15:00,47.218000,-1.557000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardWeinstein1952
Bernard Wesphael,1958-09-25,12:40:00,50.698000,5.255000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardWesphael1958
Bernard William Rogers,1921-07-16,14:30:00,39.176000,-95.423000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardWilliamRogers1921
Bernard Zehrfuss,1911-10-20,13:30:00,47.469000,-0.559000,0.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardZehrfuss1911
Bernard Zuckerman,1943-03-31,02:30:00,40.713000,-74.007000,-4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardZuckerman1943
Bernardine Dohrn,1942-01-12,22:22:00,43.041000,-87.909000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardineDohrn1942
Bernardino Palazzi,1907-12-22,23:00:00,40.321000,9.330000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardinoPalazzi1907
Bernardo Bertolucci,1941-03-16,19:25:00,44.808000,10.330000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernardoBertolucci1941
Bernardo Pacini,1926-10-12,02:30:00,43.843000,10.569000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernardoPacini1926
Bernd Alois Zimmermann,1918-03-20,13:00:00,50.800000,6.765000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BerndAloisZimmermann1918
Bernhard Brink,1952-05-17,13:50:00,52.436000,7.074000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernhardBrink1952
Bernhard Grzimek,1909-04-24,00:15:00,51.526000,14.690000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernhardGrzimek1909
Bernhard Kellermann,1879-03-04,19:00:00,49.477000,10.990000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernhardKellermann1879
Bernhard Letterhaus,1894-07-10,17:30:00,51.256000,7.151000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernhardLetterhaus1894
Bernhard von Gudden,1824-06-07,01:00:00,51.785000,6.131000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernhardvonGudden1824
Bernie Bonvoisin,1956-07-09,04:30:00,48.890000,2.197000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernieBonvoisin1956
Bernie Madoff,1938-04-29,13:50:00,40.713000,-74.007000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BernieMadoff1938
Berniece Baker,1919-07-30,05:20:00,34.052000,-118.243000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BernieceBaker1919
Berry Gibb,1964-09-29,22:30:00,-33.873000,151.205000,10.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BerryGibb1964
Bert Convy,1934-07-23,16:15:00,38.635000,-90.201000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertConvy1934
Bert Haanstra,1916-05-31,03:40:00,52.307000,6.522000,2.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertHaanstra1916
Bert Jansch,1943-11-03,14:30:00,55.866000,-4.257000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BertJansch1943
Bert Jones,1951-09-07,00:35:00,32.532000,-92.639000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertJones1951
Bertha von Marenholtz,1810-03-05,21:00:00,52.264000,10.526000,0.8833,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BerthavonMarenholtz1810
Berthe Bovy,1887-01-06,04:00:00,50.644000,5.572000,0.3000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertheBovy1887
Berthe Morisot,1841-01-14,15:00:00,47.082000,2.397000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertheMorisot1841
Berthe de Courrière,1852-06-01,16:00:00,50.631000,3.063000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BerthedeCourrière1852
Berthold Beitz,1913-09-26,20:00:00,53.906000,13.041000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertholdBeitz1913
Berti Vogts,1946-12-30,07:15:00,51.226000,6.628000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertiVogts1946
Berto Lardera,1911-12-18,02:20:00,44.107000,9.829000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertoLardera1911
Bertolt Brecht,1898-02-10,04:30:00,48.366000,10.893000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BertoltBrecht1898
Bertrand Blier,1939-03-14,07:35:00,48.834000,2.243000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BertrandBlier1939
Bertrand Cantat,1964-03-05,05:30:00,43.298000,-0.375000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BertrandCantat1964
Bertrand Delanoë,1950-05-30,23:50:00,36.800000,10.187000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertrandDelanoë1950
Bertrand Tavernier,1941-04-25,08:00:00,45.767000,4.834000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BertrandTavernier1941
Bertrand Vecten,1972-02-26,12:30:00,49.416000,2.822000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertrandVecten1972
Bertrand de Broc,1960-09-23,13:45:00,47.996000,-4.100000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BertranddeBroc1960
Bess Lomax Hawes,1921-01-21,04:15:00,30.265000,-97.747000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BessLomaxHawes1921
Beth Brode,1977-10-10,11:12:00,42.777000,-71.077000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BethBrode1977
Beth Chamberlin,1963-10-01,13:24:00,44.410000,-72.137000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BethChamberlin1963
Beth Heiden,1959-09-27,01:02:00,43.074000,-89.385000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BethHeiden1959
Beth Rosato,1959-04-19,05:24:00,40.738000,-73.263000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BethRosato1959
Bethany Williams,1995-06-17,18:17:00,36.947000,-84.096000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BethanyWilliams1995
Betsy James Wyeth,1921-09-26,11:06:00,42.768000,-78.621000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BetsyJamesWyeth1921
Betsy Russell,1963-09-06,19:57:00,32.716000,-117.164000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BetsyRussell1963
Betsy van Vloten,1862-07-12,08:30:00,52.256000,6.161000,0.3000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BetsyvanVloten1862
Bette Midler,1945-12-01,14:19:00,21.283000,-157.739000,-10.5000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BetteMidler1945
Bettina Tietjen,1960-01-05,09:00:00,51.256000,7.151000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettinaTietjen1960
Betty Buckley,1947-07-03,11:44:00,32.240000,-101.472000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyBuckley1947
Betty Ford,1918-04-08,15:45:00,41.883000,-87.632000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyFord1918
Betty Friedan,1921-02-04,04:00:00,40.695000,-89.590000,-6.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyFriedan1921
Betty Fussell,1927-07-28,04:45:00,33.981000,-117.377000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyFussell1927
Betty Grable,1916-12-18,21:40:00,38.635000,-90.201000,-6.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyGrable1916
Betty Hill,1919-06-28,13:00:00,42.869000,-71.034000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BettyHill1919
Betty Jane Rowland,1916-01-23,06:15:00,39.963000,-82.996000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BettyJaneRowland1916
Beverly Ann Jarosz,1948-10-01,08:06:00,41.505000,-81.691000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BeverlyAnnJarosz1948
Bianca Beauchamp,1977-10-14,16:35:00,45.509000,-73.553000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BiancaBeauchamp1977
Bibiana Perez,1970-10-31,08:05:00,46.899000,11.431000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BibianaPerez1970
Bice Valori,1927-05-13,09:00:00,41.891000,12.494000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BiceValori1927
Bice Vanzetta,2000-01-01,00:00:00,4.590000,101.000000,8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BiceVanzetta2000
Big Bopper,1930-10-24,20:00:00,29.731000,-93.933000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BigBopper1930
Bil Tierney,1949-11-04,16:41:00,40.713000,-74.007000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BilTierney1949
Bill 'Cowboy Rambler' Boyd,1910-09-29,17:00:00,33.425000,-95.946000,-6.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#Bill'CowboyRambler'Boyd1910
Bill Berry,1958-07-31,14:37:00,46.783000,-92.106000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillBerry1958
Bill Bixby,1934-01-22,23:20:00,37.780000,-122.420000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillBixby1934
Bill Blair,1942-05-17,01:22:00,37.252000,-83.195000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillBlair1942
Bill Blass,1922-06-22,06:20:00,41.077000,-85.137000,-6.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillBlass1922
Bill Bonness,1923-12-15,22:15:00,41.505000,-81.691000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillBonness1923
Bill Bradley,1943-07-28,11:37:00,38.635000,-90.201000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillBradley1943
Bill Brubaker,1910-11-07,14:00:00,41.505000,-81.691000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillBrubaker1910
Bill Bryden,1942-04-12,10:05:00,55.948000,-4.760000,2.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillBryden1942
Bill C. Malone,1934-08-25,04:30:00,32.516000,-95.410000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillC.Malone1934
Bill Camfield,1929-06-27,06:00:00,32.809000,-98.113000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillCamfield1929
Bill Engvall,1957-07-27,20:35:00,29.300000,-94.796000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillEngvall1957
Bill Faul,1940-04-21,22:15:00,39.104000,-84.514000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillFaul1940
Bill Forsyth,1946-07-29,11:00:00,55.866000,-4.257000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillForsyth1946
Bill Gibb,1943-01-23,07:45:00,57.690000,-2.007000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillGibb1943
Bill Gradison,1928-12-28,04:30:00,39.104000,-84.514000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillGradison1928
Bill Groman,1936-07-17,07:45:00,41.115000,-83.177000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillGroman1936
Bill Guerin,1970-11-09,16:47:00,42.262000,-71.802000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillGuerin1970
Bill Hardie,1916-08-21,07:45:00,57.147000,-2.095000,1.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillHardie1916
Bill Hardman,1932-04-06,02:45:00,41.505000,-81.691000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillHardman1932
Bill Hosket Jr.,1946-12-20,06:28:00,39.761000,-84.192000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillHosketJr.1946
Bill Hughes,1930-03-28,16:30:00,32.778000,-96.796000,-6.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillHughes1930
Bill Irwin,1950-04-11,07:33:00,34.052000,-118.243000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillIrwin1950
Bill Kilmer,1939-09-05,23:15:00,39.051000,-95.670000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillKilmer1939
Bill Knott,1940-02-17,22:30:00,43.292000,-84.608000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillKnott1940
Bill Lancaster,1947-11-17,02:17:00,34.011000,-118.492000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillLancaster1947
Bill Lilly,1945-11-11,00:40:00,42.365000,-71.105000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillLilly1945
Bill MacPhail,1920-03-26,00:10:00,39.963000,-82.996000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillMacPhail1920
Bill Manhoff,1919-06-25,10:45:00,40.732000,-74.174000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillManhoff1919
Bill Medley,1940-09-19,08:18:00,34.052000,-118.243000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillMedley1940
Bill Moor,1931-07-13,01:49:00,41.655000,-83.536000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillMoor1931
Bill Moyers,1934-06-05,23:15:00,34.011000,-95.513000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillMoyers1934
Bill Porter,1926-03-24,02:35:00,42.247000,-84.409000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillPorter1926
Bill Richardson,1947-11-15,11:35:00,34.150000,-118.141000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillRichardson1947
Bill Robertson,1962-10-17,00:48:00,43.751000,-87.713000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillRobertson1962
Bill Romanowski,1966-04-02,00:42:00,38.716000,-77.096000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillRomanowski1966
Bill Sharman,1926-05-25,08:50:00,32.454000,-99.733000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillSharman1926
Bill Sharp,1950-01-18,12:46:00,40.743000,-84.105000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillSharp1950
Bill Shoemaker,1931-08-19,01:30:00,31.494000,-106.172000,-7.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillShoemaker1931
Bill Singer,1944-04-24,09:56:00,34.052000,-118.243000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillSinger1944
Bill Steinkraus,1925-10-12,14:30:00,41.505000,-81.691000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillSteinkraus1925
Bill Takas,1932-03-05,01:05:00,41.655000,-83.536000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillTakas1932
Bill Walton,1952-11-05,21:20:00,32.766000,-117.022000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillWalton1952
Billie Austin Bryant,1939-05-01,07:00:00,35.225000,-77.845000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillieAustinBryant1939
Billie Jean King,1943-11-22,11:45:00,33.772000,-118.181000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillieJeanKing1943
Billy Backus,1943-03-05,22:43:00,43.079000,-75.751000,-4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyBackus1943
Billy Bean,1964-05-11,11:07:00,33.750000,-117.870000,-7.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyBean1964
Billy Butterfield,1917-01-14,10:00:00,39.516000,-84.402000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyButterfield1917
Billy Carter,1937-03-29,00:30:00,32.073000,-84.233000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyCarter1937
Billy Casper,1931-06-24,10:24:00,32.716000,-117.164000,-8.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyCasper1931
Billy Connolly,1942-11-24,04:30:00,55.866000,-4.257000,1.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyConnolly1942
Billy Consolo,1934-08-18,01:00:00,41.505000,-81.691000,-4.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyConsolo1934
Billy Crystal,1948-03-14,07:48:00,40.713000,-74.007000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyCrystal1948
Billy Dee Williams,1937-04-06,21:51:00,40.713000,-74.007000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyDeeWilliams1937
Billy Graham,1918-11-07,15:30:00,35.224000,-80.841000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyGraham1918
Billy Joe Shaver,1939-08-16,21:10:00,32.085000,-96.465000,-5.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyJoeShaver1939
Billy Joe Thomas,1942-08-07,11:00:00,34.011000,-95.513000,-5.0000,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyJoeThomas1942
Billy Kidd,1943-04-13,11:55:00,44.476000,-73.211000,-4.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyKidd1943
Billy Mackenzie,1957-03-27,19:20:00,56.461000,-2.968000,0.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyMackenzie1957
Billy Martin,1928-05-16,15:43:00,37.869000,-122.270000,-8.0000,AA,marriage : dissolution,https://github.com/VedAstro/VedAstro#BillyMartin1928
Billy Mitchell,1879-12-29,10:00:00,43.703000,7.266000,0.1500,AA,marriage : happiness,https://github.com/VedAstro/VedAstro#BillyMitchell1879
