rank,feature,mean_abs_shap
528,d9_rahu_deg,0.003084
529,t_lon_venus,0.003063
530,d4_moon_sign,0.003061
531,t_aspect_orb_moon_mercury,0.003057
532,t_d7_rahu_sign,0.002999
533,t_d30_mars_sign,0.002957
534,dist_sun_venus,0.002913
535,d4_saturn_sign,0.002888
536,house_pos_saturn,0.002867
537,aspect_orb_rahu_saturn,0.002858
538,d12_saturn_sign,0.002854
539,drishti_jupiter_saturn,0.002834
540,t_d30_sun_sign,0.002797
541,t_d10_ketu_sign,0.002778
542,t_disp_depth_venus,0.002755
543,t_d7_ketu_sign,0.002753
544,t_dist_sun_jupiter,0.002712
545,d4_mars_sign,0.002699
546,t_d10_rahu_sign,0.002655
547,d10_moon_deg,0.002628
548,house_from_sun_venus,0.002602
549,t_nak_pos_jupiter,0.002527
550,d4_rahu_sign,0.002485
551,house_from_sun_saturn,0.002391
552,d3_saturn_sign,0.002389
553,aspect_orb_mars_mercury,0.002373
554,sav_house_7,0.002369
555,t_tattva_mars,0.002349
556,t_d4_jupiter_sign,0.002327
557,d10_ketu_sign,0.002327
558,nak_mars,0.002309
559,t_aspect_orb_mercury_rahu,0.002254
560,panchanga_vara,0.002250
561,dist_sun_rahu,0.002243
562,t_d12_mars_sign,0.002211
563,d12_mercury_sign,0.002183
564,vel_sun,0.002149
565,t_lon_sun,0.002093
566,t_d10_jupiter_sign,0.002089
567,t_d4_sun_sign,0.002069
568,yoga_ruchaka,0.002059
569,t_lat_saturn,0.002048
570,d24_venus_sign,0.002041
571,house_from_sun_ketu,0.002037
572,bav_in_sign_mercury,0.001992
573,d30_moon_sign,0.001987
574,d9_sun_sign,0.001978
575,t_dist_jupiter_saturn,0.001975
576,t_yoga_bhadra,0.001877
577,t_lagna_lon,0.001873
578,aspect_orb_jupiter_venus,0.001868
579,d30_sun_sign,0.001853
580,dec_mars,0.001847
581,t_aspect_orb_venus_jupiter,0.001809
582,t_yoga_hamsa,0.001808
583,t_d4_ketu_sign,0.001780
584,d12_mars_sign,0.001752
585,t_d10_saturn_deg,0.001739
586,tattva_moon,0.001739
587,dec_mercury,0.001736
588,t_dist_mars_rahu,0.001736
589,t_d9_jupiter_sign,0.001688
590,t_d4_venus_sign,0.001655
591,t_drishti_saturn_moon,0.001614
592,dec_ketu,0.001586
593,dist_sun_jupiter,0.001577
594,t_dist_mercury_jupiter,0.001552
595,drishti_ketu_sun,0.001508
596,disp_depth_mars,0.001472
597,t_drishti_jupiter_moon,0.001449
598,drishti_jupiter_mercury,0.001437
599,t_dist_moon_mercury,0.001384
600,house_mercury,0.001355
601,house_rahu,0.001337
602,t_dist_venus_rahu,0.001297
603,d7_moon_sign,0.001286
604,aspect_orb_ketu_mars,0.001242
605,house_pos_rahu,0.001233
606,dist_mercury_jupiter,0.001208
607,t_house_sun,0.001203
608,sav_house_6,0.001185
609,dec_saturn,0.001181
610,t_disp_depth_rahu,0.001143
611,jerk_saturn,0.001124
612,t_d7_sun_sign,0.001115
613,house_from_moon_jupiter,0.001086
614,dist_venus_saturn,0.001070
615,drishti_jupiter_ketu,0.001059
616,bav_in_sign_mars,0.001031
617,t_d12_jupiter_sign,0.001018
618,drishti_mercury_ketu,0.000988
619,d9_mars_sign,0.000946
620,t_d9_saturn_sign,0.000932
621,house_from_moon_ketu,0.000874
622,t_d12_moon_sign,0.000865
623,disp_depth_sun,0.000865
624,t_d24_saturn_sign,0.000831
625,t_d3_mars_sign,0.000816
626,t_house_from_sun_moon,0.000790
627,t_d10_sun_sign,0.000731
628,t_house_from_moon_venus,0.000727
629,t_house_from_moon_saturn,0.000711
630,t_dist_venus_ketu,0.000697
631,d24_jupiter_sign,0.000680
632,d24_moon_sign,0.000665
633,bav_in_sign_moon,0.000654
634,t_d12_mercury_sign,0.000636
635,transit_bav_mercury,0.000635
636,drishti_jupiter_mars,0.000603
637,t_tattva_rahu,0.000573
638,t_acc_saturn,0.000542
639,house_from_sun_moon,0.000532
640,jerk_jupiter,0.000503
641,sav_house_5,0.000457
642,acc_mercury,0.000428
643,d3_mars_sign,0.000428
644,d9_saturn_sign,0.000383
645,t_house_from_moon_sun,0.000327
646,t_d9_sun_sign,0.000318
647,t_sav_house_1,0.000283
648,t_bav_in_sign_venus,0.000251
649,t_bav_in_sign_moon,0.000206
650,nak_sun,0.000000
651,nak_moon,0.000000
652,nak_mercury,0.000000
653,nak_jupiter,0.000000
654,nak_venus,0.000000
655,house_venus,0.000000
656,nak_saturn,0.000000
657,nak_rahu,0.000000
658,nak_ketu,0.000000
659,house_ketu,0.000000
660,dist_sun_ketu,0.000000
661,dist_moon_ketu,0.000000
662,dist_mercury_ketu,0.000000
663,dist_jupiter_venus,0.000000
664,dist_jupiter_ketu,0.000000
665,dist_venus_ketu,0.000000
666,dist_rahu_ketu,0.000000
667,rx_sun,0.000000
668,stationary_sun,0.000000
669,combust_sun,0.000000
670,oob_sun,0.000000
671,rx_moon,0.000000
672,stationary_moon,0.000000
673,combust_moon,0.000000
674,oob_moon,0.000000
675,rx_mars,0.000000
676,stationary_mars,0.000000
677,combust_mars,0.000000
678,oob_mars,0.000000
679,rx_mercury,0.000000
680,stationary_mercury,0.000000
681,combust_mercury,0.000000
682,oob_mercury,0.000000
683,rx_jupiter,0.000000
684,stationary_jupiter,0.000000
685,combust_jupiter,0.000000
686,oob_jupiter,0.000000
687,rx_venus,0.000000
688,stationary_venus,0.000000
689,combust_venus,0.000000
690,oob_venus,0.000000
691,rx_saturn,0.000000
692,stationary_saturn,0.000000
693,combust_saturn,0.000000
694,oob_saturn,0.000000
695,rx_rahu,0.000000
696,stationary_rahu,0.000000
697,combust_rahu,0.000000
698,lat_rahu,0.000000
699,oob_rahu,0.000000
700,vel_ketu,0.000000
701,rx_ketu,0.000000
