rank,feature,mean_abs_shap
470,house_from_moon_rahu,0.003736
471,drishti_saturn_moon,0.003729
472,nak_pos_sun,0.003717
473,jerk_jupiter,0.003707
474,d10_saturn_sign,0.003697
475,aspect_orb_jupiter_ketu,0.003688
476,d4_ketu_sign,0.003686
477,d4_mercury_sign,0.003683
478,dist_moon_mercury,0.003683
479,bav_in_sign_moon,0.003650
480,first_moon_antardasha_after_16,0.003597
481,aspect_orb_mars_mercury,0.003587
482,aspect_orb_jupiter_sun,0.003583
483,d9_ketu_sign,0.003517
484,d24_saturn_sign,0.003516
485,aspect_orb_ketu_mercury,0.003516
486,d2_mars_sign,0.003510
487,aspect_orb_mercury_saturn,0.003503
488,t_d12_saturn_sign,0.003492
489,dist_mars_rahu,0.003481
490,natal_dasha_remaining_years,0.003474
491,aspect_orb_mars_venus,0.003469
492,d30_moon_sign,0.003447
493,aspect_orb_moon_venus,0.003421
494,t_d12_jupiter_deg,0.003417
495,drishti_rahu_sun,0.003369
496,house_pos_venus,0.003338
497,t_d9_sun_sign,0.003323
498,d12_venus_deg,0.003321
499,t_aspect_orb_moon_mars,0.003311
500,aspect_orb_rahu_mars,0.003282
501,t_d3_mercury_sign,0.003190
502,d4_mars_sign,0.003190
503,aspect_orb_moon_jupiter,0.003186
504,ad_elapsed_years,0.003176
505,sav_house_6,0.003119
506,dec_ketu,0.003095
507,t_d7_mars_sign,0.003083
508,d9_moon_sign,0.003083
509,d9_sun_sign,0.003082
510,t_d7_moon_sign,0.003076
511,vel_rahu,0.003048
512,t_d30_mercury_sign,0.003042
513,t_drishti_saturn_venus,0.002934
514,t_house_moon,0.002928
515,d9_rahu_deg,0.002920
516,t_lon_mercury,0.002917
517,t_d24_saturn_sign,0.002892
518,t_drishti_mars_venus,0.002889
519,t_d3_venus_sign,0.002884
520,house_jupiter,0.002882
521,d9_venus_deg,0.002882
522,d12_mercury_sign,0.002878
523,bav_in_sign_jupiter,0.002832
524,t_dist_saturn_rahu,0.002828
525,t_house_from_sun_mercury,0.002825
526,t_combust_venus,0.002822
527,disp_depth_saturn,0.002790
528,t_house_saturn,0.002737
529,d12_mars_sign,0.002724
530,first_mars_antardasha_after_16,0.002724
531,d12_rahu_sign,0.002723
532,dist_mercury_rahu,0.002708
533,nak_pos_ketu,0.002678
534,t_drishti_saturn_rahu,0.002668
535,sav_house_9,0.002638
536,d9_venus_sign,0.002629
537,lat_jupiter,0.002615
538,t_d7_ketu_sign,0.002609
539,dasha_start_age_sun,0.002534
540,d24_mercury_sign,0.002489
541,dec_sun,0.002461
542,house_moon,0.002407
543,d3_mercury_sign,0.002373
544,nak_pos_rahu,0.002344
545,bav_in_sign_sun,0.002332
546,d9_jupiter_deg,0.002313
547,house_mercury,0.002298
548,combust_moon,0.002283
549,t_d10_ketu_sign,0.002282
550,panchanga_karana,0.002279
551,nak_sun,0.002269
552,dist_mars_jupiter,0.002245
553,t_house_from_sun_rahu,0.002239
554,aspect_orb_ketu_saturn,0.002223
555,first_ketu_antardasha_after_16,0.002204
556,house_pos_moon,0.002176
557,d12_jupiter_sign,0.002152
558,drishti_saturn_rahu,0.002148
559,t_dist_moon_venus,0.002147
560,dec_moon,0.002138
561,t_oob_mars,0.002122
562,t_house_from_sun_mars,0.002116
563,house_from_sun_moon,0.002111
564,acc_mars,0.002073
565,t_d9_mars_sign,0.002031
566,t_d4_rahu_sign,0.002031
567,t_d24_rahu_sign,0.002023
568,t_vel_jupiter,0.002019
569,aspect_orb_venus_rahu,0.001980
570,t_house_mercury,0.001962
571,aspect_orb_sun_jupiter,0.001960
572,d12_saturn_deg,0.001911
573,d10_jupiter_deg,0.001898
574,t_bav_in_sign_sun,0.001881
575,d10_mercury_sign,0.001875
576,t_bav_in_sign_jupiter,0.001850
577,jerk_saturn,0.001844
578,dec_saturn,0.001838
579,dec_venus,0.001828
580,sav_house_3,0.001687
581,drishti_rahu_mercury,0.001628
582,t_d3_ketu_sign,0.001614
583,t_tithi_angle,0.001607
584,t_dist_mercury_rahu,0.001597
585,house_ketu,0.001562
586,t_sav_house_4,0.001506
587,d30_venus_sign,0.001500
588,t_drishti_saturn_mars,0.001488
589,house_from_moon_ketu,0.001480
590,aspect_orb_rahu_venus,0.001474
591,t_sav_house_6,0.001467
592,d2_rahu_sign,0.001452
593,d7_mercury_sign,0.001391
594,d3_venus_sign,0.001375
595,d10_rahu_sign,0.001370
596,disp_depth_moon,0.001359
597,lon_rahu,0.001339
598,t_d7_rahu_sign,0.001338
599,house_pos_saturn,0.001328
600,house_saturn,0.001284
601,dist_moon_venus,0.001280
602,d3_mars_sign,0.001269
603,aspect_orb_venus_saturn,0.001262
604,d4_sun_sign,0.001247
605,t_house_from_moon_venus,0.001234
606,aspect_orb_jupiter_saturn,0.001181
607,aspect_orb_rahu_sun,0.001170
608,transit_bav_moon,0.001169
609,t_d30_sun_sign,0.001157
610,t_house_venus,0.001131
611,dist_sun_saturn,0.001123
612,t_house_from_sun_venus,0.001119
613,sav_house_8,0.001109
614,dist_moon_jupiter,0.001098
615,d10_mars_sign,0.001090
616,dasha_start_age_rahu,0.001072
617,acc_saturn,0.001070
618,t_yoga_gajakesari,0.001034
619,t_bav_in_sign_moon,0.001026
620,lon_mercury,0.000991
621,t_vel_sun,0.000920
622,t_dec_sun,0.000905
623,t_disp_depth_sun,0.000898
624,stationary_jupiter,0.000895
625,t_d9_ketu_sign,0.000894
626,drishti_ketu_moon,0.000857
627,tattva_rahu,0.000854
628,panchanga_tithi,0.000851
629,d4_rahu_sign,0.000817
630,d24_rahu_sign,0.000815
631,d10_ketu_sign,0.000807
632,t_yoga_malavya,0.000790
633,drishti_mercury_saturn,0.000786
634,sav_house_12,0.000784
635,sav_house_7,0.000764
636,yoga_bhadra,0.000744
637,t_panchanga_karana,0.000740
638,disp_depth_ketu,0.000740
639,t_drishti_mars_jupiter,0.000732
640,d30_saturn_sign,0.000724
641,t_tattva_rahu,0.000681
642,house_from_sun_mercury,0.000675
643,t_d9_mercury_sign,0.000670
644,t_d24_mercury_sign,0.000657
645,house_from_moon_sun,0.000637
646,d12_mercury_deg,0.000631
647,d4_venus_sign,0.000622
648,t_oob_rahu,0.000622
649,t_combust_mercury,0.000531
650,house_rahu,0.000528
651,dist_sun_mars,0.000526
652,house_from_sun_rahu,0.000524
653,dasha_start_age_venus,0.000510
654,tithi_angle,0.000492
655,disp_depth_rahu,0.000470
656,sav_house_5,0.000455
657,t_d12_ketu_sign,0.000451
658,dasha_start_age_mercury,0.000396
659,drishti_jupiter_saturn,0.000390
660,drishti_mars_moon,0.000387
661,t_d2_saturn_sign,0.000353
662,d7_rahu_sign,0.000343
663,d7_ketu_sign,0.000322
664,d3_jupiter_sign,0.000305
665,lat_sun,0.000272
666,d12_ketu_sign,0.000197
667,house_sun,0.000000
668,nak_moon,0.000000
669,nak_mars,0.000000
670,nak_mercury,0.000000
671,nak_jupiter,0.000000
672,nak_venus,0.000000
673,nak_saturn,0.000000
674,nak_rahu,0.000000
675,nak_ketu,0.000000
676,tattva_ketu,0.000000
677,dist_sun_ketu,0.000000
678,dist_moon_ketu,0.000000
679,dist_mars_ketu,0.000000
680,dist_mercury_saturn,0.000000
681,dist_mercury_ketu,0.000000
682,dist_venus_ketu,0.000000
683,dist_saturn_ketu,0.000000
684,dist_rahu_ketu,0.000000
685,rx_sun,0.000000
686,stationary_sun,0.000000
687,combust_sun,0.000000
688,oob_sun,0.000000
689,rx_moon,0.000000
690,stationary_moon,0.000000
691,oob_moon,0.000000
692,rx_mars,0.000000
693,stationary_mars,0.000000
694,combust_mars,0.000000
695,oob_mars,0.000000
696,rx_mercury,0.000000
697,stationary_mercury,0.000000
698,combust_mercury,0.000000
699,oob_mercury,0.000000
700,rx_jupiter,0.000000
701,combust_jupiter,0.000000
702,oob_jupiter,0.000000
703,rx_venus,0.000000
704,stationary_venus,0.000000
705,combust_venus,0.000000
706,oob_venus,0.000000
707,rx_saturn,0.000000
708,stationary_saturn,0.000000
709,combust_saturn,0.000000
710,oob_saturn,0.000000
711,rx_rahu,0.000000
712,stationary_rahu,0.000000
713,combust_rahu,0.000000
714,lat_rahu,0.000000
715,oob_rahu,0.000000
716,vel_ketu,0.000000
717,rx_ketu,0.000000
718,stationary_ketu,0.000000
719,combust_ketu,0.000000
720,lat_ketu,0.000000
721,oob_ketu,0.000000
722,sav_house_2,0.000000
723,bav_in_sign_mars,0.000000
724,bav_in_sign_mercury,0.000000
725,bav_in_sign_venus,0.000000
726,bav_in_sign_saturn,0.000000
727,d9_jupiter_sign,0.000000
728,d10_jupiter_sign,0.000000
729,disp_depth_sun,0.000000
730,disp_depth_mars,0.000000
731,disp_depth_mercury,0.000000
732,disp_depth_jupiter,0.000000
733,disp_depth_venus,0.000000
734,lagna_sign,0.000000
735,acc_ketu,0.000000
736,jerk_ketu,0.000000
737,drishti_sun_sun,0.000000
738,drishti_sun_moon,0.000000
739,drishti_sun_mars,0.000000
740,drishti_sun_mercury,0.000000
741,drishti_sun_jupiter,0.000000
742,drishti_sun_venus,0.000000
743,drishti_sun_saturn,0.000000
744,drishti_sun_rahu,0.000000
745,drishti_sun_ketu,0.000000
746,drishti_moon_sun,0.000000
747,drishti_moon_moon,0.000000
748,drishti_moon_mars,0.000000
749,drishti_moon_mercury,0.000000
750,drishti_moon_jupiter,0.000000
751,drishti_moon_venus,0.000000
752,drishti_moon_saturn,0.000000
753,drishti_moon_rahu,0.000000
754,drishti_moon_ketu,0.000000
755,drishti_mars_sun,0.000000
756,drishti_mars_mars,0.000000
757,drishti_mars_mercury,0.000000
758,drishti_mars_jupiter,0.000000
759,drishti_mars_venus,0.000000
760,drishti_mars_saturn,0.000000
761,drishti_mars_rahu,0.000000
762,drishti_mars_ketu,0.000000
763,drishti_mercury_sun,0.000000
764,drishti_mercury_moon,0.000000
765,drishti_mercury_mars,0.000000
766,drishti_mercury_mercury,0.000000
767,drishti_mercury_jupiter,0.000000
768,drishti_mercury_venus,0.000000
769,drishti_mercury_rahu,0.000000
770,drishti_mercury_ketu,0.000000
771,drishti_jupiter_sun,0.000000
772,drishti_jupiter_moon,0.000000
773,drishti_jupiter_mars,0.000000
774,drishti_jupiter_mercury,0.000000
775,drishti_jupiter_jupiter,0.000000
776,drishti_jupiter_venus,0.000000
777,drishti_jupiter_rahu,0.000000
778,drishti_jupiter_ketu,0.000000
779,drishti_venus_sun,0.000000
780,drishti_venus_moon,0.000000
781,drishti_venus_mars,0.000000
782,drishti_venus_mercury,0.000000
783,drishti_venus_jupiter,0.000000
784,drishti_venus_venus,0.000000
785,drishti_venus_saturn,0.000000
786,drishti_venus_rahu,0.000000
787,drishti_venus_ketu,0.000000
788,drishti_saturn_sun,0.000000
789,drishti_saturn_mars,0.000000
